Sequence id,Sequence Description,gene_KO_number,organism id
0,>AT1G51370.2 | Symbols:  | F-box/RNI-like/FBD-like domains-containing protein | chr1:19045615-19046748 FORWARD LENGTH=346,N.A.,ath:AT1G51370
341,>AT1G15940.1 | Symbols:  | Tudor/PWWP/MBT superfamily protein | chr1:5473672-5478050 FORWARD LENGTH=990,N.A.,crb:CARUB_v10022426mg
341,>AT1G15940.1 | Symbols:  | Tudor/PWWP/MBT superfamily protein | chr1:5473672-5478050 FORWARD LENGTH=990,N.A.,brp:103832454
341,>AT1G15940.1 | Symbols:  | Tudor/PWWP/MBT superfamily protein | chr1:5473672-5478050 FORWARD LENGTH=990,N.A.,ath:AT1G80810
342,>AT1G50960.1 | Symbols: ATGA2OX7- GA2OX7 | gibberellin 2-oxidase 7 | chr1:18889549-18891719 FORWARD LENGTH=336,K04125,ath:AT1G50960
342,>AT1G50960.1 | Symbols: ATGA2OX7- GA2OX7 | gibberellin 2-oxidase 7 | chr1:18889549-18891719 FORWARD LENGTH=336,K04125,aly:ARALYDRAFT_682146
342,>AT1G50960.1 | Symbols: ATGA2OX7- GA2OX7 | gibberellin 2-oxidase 7 | chr1:18889549-18891719 FORWARD LENGTH=336,K04125,crb:CARUB_v10009661mg
342,>AT1G50960.1 | Symbols: ATGA2OX7- GA2OX7 | gibberellin 2-oxidase 7 | chr1:18889549-18891719 FORWARD LENGTH=336,K04125,eus:EUTSA_v10012337mg
342,>AT1G50960.1 | Symbols: ATGA2OX7- GA2OX7 | gibberellin 2-oxidase 7 | chr1:18889549-18891719 FORWARD LENGTH=336,K04125,brp:103868596
342,>AT1G50960.1 | Symbols: ATGA2OX7- GA2OX7 | gibberellin 2-oxidase 7 | chr1:18889549-18891719 FORWARD LENGTH=336,K04125,rcu:RCOM_0182900
342,>AT1G50960.1 | Symbols: ATGA2OX7- GA2OX7 | gibberellin 2-oxidase 7 | chr1:18889549-18891719 FORWARD LENGTH=336,K04125,mdm:103429271
342,>AT1G50960.1 | Symbols: ATGA2OX7- GA2OX7 | gibberellin 2-oxidase 7 | chr1:18889549-18891719 FORWARD LENGTH=336,K04125,rcu:RCOM_0183320
342,>AT1G50960.1 | Symbols: ATGA2OX7- GA2OX7 | gibberellin 2-oxidase 7 | chr1:18889549-18891719 FORWARD LENGTH=336,K04125,pxb:103967362
342,>AT1G50960.1 | Symbols: ATGA2OX7- GA2OX7 | gibberellin 2-oxidase 7 | chr1:18889549-18891719 FORWARD LENGTH=336,K04125,tcc:TCM_031081
343,>AT1G79590.1 | Symbols: SYP52- ATSYP52 | syntaxin of plants 52 | chr1:29947064-29948304 FORWARD LENGTH=233,K08503,ath:AT1G79590
343,>AT1G79590.1 | Symbols: SYP52- ATSYP52 | syntaxin of plants 52 | chr1:29947064-29948304 FORWARD LENGTH=233,K08503,aly:ARALYDRAFT_477131
343,>AT1G79590.1 | Symbols: SYP52- ATSYP52 | syntaxin of plants 52 | chr1:29947064-29948304 FORWARD LENGTH=233,K08503,crb:CARUB_v10020885mg
343,>AT1G79590.1 | Symbols: SYP52- ATSYP52 | syntaxin of plants 52 | chr1:29947064-29948304 FORWARD LENGTH=233,K08503,brp:103853203
343,>AT1G79590.1 | Symbols: SYP52- ATSYP52 | syntaxin of plants 52 | chr1:29947064-29948304 FORWARD LENGTH=233,K08503,eus:EUTSA_v10019084mg
343,>AT1G79590.1 | Symbols: SYP52- ATSYP52 | syntaxin of plants 52 | chr1:29947064-29948304 FORWARD LENGTH=233,K08503,brp:103832523
343,>AT1G79590.1 | Symbols: SYP52- ATSYP52 | syntaxin of plants 52 | chr1:29947064-29948304 FORWARD LENGTH=233,K08503,brp:103872414
343,>AT1G79590.1 | Symbols: SYP52- ATSYP52 | syntaxin of plants 52 | chr1:29947064-29948304 FORWARD LENGTH=233,K08503,brp:103842859
343,>AT1G79590.1 | Symbols: SYP52- ATSYP52 | syntaxin of plants 52 | chr1:29947064-29948304 FORWARD LENGTH=233,K08503,eus:EUTSA_v10008662mg
343,>AT1G79590.1 | Symbols: SYP52- ATSYP52 | syntaxin of plants 52 | chr1:29947064-29948304 FORWARD LENGTH=233,K08503,ath:AT1G16240
344,>AT1G70910.1 | Symbols: DEP | RING/U-box superfamily protein | chr1:26734155-26734640 FORWARD LENGTH=161,N.A.,ath:AT1G70910
344,>AT1G70910.1 | Symbols: DEP | RING/U-box superfamily protein | chr1:26734155-26734640 FORWARD LENGTH=161,N.A.,aly:ARALYDRAFT_894915
344,>AT1G70910.1 | Symbols: DEP | RING/U-box superfamily protein | chr1:26734155-26734640 FORWARD LENGTH=161,N.A.,aly:ARALYDRAFT_894914
344,>AT1G70910.1 | Symbols: DEP | RING/U-box superfamily protein | chr1:26734155-26734640 FORWARD LENGTH=161,N.A.,crb:CARUB_v10022357mg
344,>AT1G70910.1 | Symbols: DEP | RING/U-box superfamily protein | chr1:26734155-26734640 FORWARD LENGTH=161,N.A.,brp:103853802
344,>AT1G70910.1 | Symbols: DEP | RING/U-box superfamily protein | chr1:26734155-26734640 FORWARD LENGTH=161,N.A.,aly:ARALYDRAFT_682949
344,>AT1G70910.1 | Symbols: DEP | RING/U-box superfamily protein | chr1:26734155-26734640 FORWARD LENGTH=161,N.A.,ath:AT1G57730
344,>AT1G70910.1 | Symbols: DEP | RING/U-box superfamily protein | chr1:26734155-26734640 FORWARD LENGTH=161,N.A.,brp:103842367
344,>AT1G70910.1 | Symbols: DEP | RING/U-box superfamily protein | chr1:26734155-26734640 FORWARD LENGTH=161,N.A.,crb:CARUB_v10025019mg
344,>AT1G70910.1 | Symbols: DEP | RING/U-box superfamily protein | chr1:26734155-26734640 FORWARD LENGTH=161,N.A.,aly:ARALYDRAFT_901196
345,>AT1G10810.1 | Symbols:  | NAD(P)-linked oxidoreductase superfamily protein | chr1:3599369-3600757 FORWARD LENGTH=344,N.A.,ath:AT1G10810
345,>AT1G10810.1 | Symbols:  | NAD(P)-linked oxidoreductase superfamily protein | chr1:3599369-3600757 FORWARD LENGTH=344,N.A.,aly:ARALYDRAFT_888373
345,>AT1G10810.1 | Symbols:  | NAD(P)-linked oxidoreductase superfamily protein | chr1:3599369-3600757 FORWARD LENGTH=344,N.A.,eus:EUTSA_v10023569mg
345,>AT1G10810.1 | Symbols:  | NAD(P)-linked oxidoreductase superfamily protein | chr1:3599369-3600757 FORWARD LENGTH=344,N.A.,crb:CARUB_v10020576mg
345,>AT1G10810.1 | Symbols:  | NAD(P)-linked oxidoreductase superfamily protein | chr1:3599369-3600757 FORWARD LENGTH=344,N.A.,brp:103830009
345,>AT1G10810.1 | Symbols:  | NAD(P)-linked oxidoreductase superfamily protein | chr1:3599369-3600757 FORWARD LENGTH=344,N.A.,aly:ARALYDRAFT_475258
345,>AT1G10810.1 | Symbols:  | NAD(P)-linked oxidoreductase superfamily protein | chr1:3599369-3600757 FORWARD LENGTH=344,N.A.,eus:EUTSA_v10023904mg
345,>AT1G10810.1 | Symbols:  | NAD(P)-linked oxidoreductase superfamily protein | chr1:3599369-3600757 FORWARD LENGTH=344,N.A.,ath:AT1G60730
345,>AT1G10810.1 | Symbols:  | NAD(P)-linked oxidoreductase superfamily protein | chr1:3599369-3600757 FORWARD LENGTH=344,N.A.,aly:ARALYDRAFT_475260
345,>AT1G10810.1 | Symbols:  | NAD(P)-linked oxidoreductase superfamily protein | chr1:3599369-3600757 FORWARD LENGTH=344,N.A.,ath:AT1G60690
346,>AT1G70920.1 | Symbols: ATHB18- HB18 | homeobox-leucine zipper protein 18 | chr1:26736126-26738419 FORWARD LENGTH=206,K09338,ath:AT1G70920
346,>AT1G70920.1 | Symbols: ATHB18- HB18 | homeobox-leucine zipper protein 18 | chr1:26736126-26738419 FORWARD LENGTH=206,K09338,aly:ARALYDRAFT_476226
346,>AT1G70920.1 | Symbols: ATHB18- HB18 | homeobox-leucine zipper protein 18 | chr1:26736126-26738419 FORWARD LENGTH=206,K09338,eus:EUTSA_v10019141mg
346,>AT1G70920.1 | Symbols: ATHB18- HB18 | homeobox-leucine zipper protein 18 | chr1:26736126-26738419 FORWARD LENGTH=206,K09338,brp:103831624
346,>AT1G70920.1 | Symbols: ATHB18- HB18 | homeobox-leucine zipper protein 18 | chr1:26736126-26738419 FORWARD LENGTH=206,K09338,crb:CARUB_v10021036mg
346,>AT1G70920.1 | Symbols: ATHB18- HB18 | homeobox-leucine zipper protein 18 | chr1:26736126-26738419 FORWARD LENGTH=206,K09338,brp:103852693
346,>AT1G70920.1 | Symbols: ATHB18- HB18 | homeobox-leucine zipper protein 18 | chr1:26736126-26738419 FORWARD LENGTH=206,K09338,mdm:103451579
346,>AT1G70920.1 | Symbols: ATHB18- HB18 | homeobox-leucine zipper protein 18 | chr1:26736126-26738419 FORWARD LENGTH=206,K09338,pmum:103341684
346,>AT1G70920.1 | Symbols: ATHB18- HB18 | homeobox-leucine zipper protein 18 | chr1:26736126-26738419 FORWARD LENGTH=206,K09338,pxb:103948652
346,>AT1G70920.1 | Symbols: ATHB18- HB18 | homeobox-leucine zipper protein 18 | chr1:26736126-26738419 FORWARD LENGTH=206,K09338,pxb:103948634
347,>AT1G51290.1 | Symbols:  | F-box and associated interaction domains-containing protein | chr1:19012173-19013306 FORWARD LENGTH=377,N.A.,ath:AT1G51290
347,>AT1G51290.1 | Symbols:  | F-box and associated interaction domains-containing protein | chr1:19012173-19013306 FORWARD LENGTH=377,N.A.,ath:AT1G51320
347,>AT1G51290.1 | Symbols:  | F-box and associated interaction domains-containing protein | chr1:19012173-19013306 FORWARD LENGTH=377,N.A.,aly:ARALYDRAFT_682194
347,>AT1G51290.1 | Symbols:  | F-box and associated interaction domains-containing protein | chr1:19012173-19013306 FORWARD LENGTH=377,N.A.,aly:ARALYDRAFT_318430
347,>AT1G51290.1 | Symbols:  | F-box and associated interaction domains-containing protein | chr1:19012173-19013306 FORWARD LENGTH=377,N.A.,ath:AT3G16590
347,>AT1G51290.1 | Symbols:  | F-box and associated interaction domains-containing protein | chr1:19012173-19013306 FORWARD LENGTH=377,N.A.,crb:CARUB_v10015274mg
347,>AT1G51290.1 | Symbols:  | F-box and associated interaction domains-containing protein | chr1:19012173-19013306 FORWARD LENGTH=377,N.A.,aly:ARALYDRAFT_680989
347,>AT1G51290.1 | Symbols:  | F-box and associated interaction domains-containing protein | chr1:19012173-19013306 FORWARD LENGTH=377,N.A.,eus:EUTSA_v10022086mg
347,>AT1G51290.1 | Symbols:  | F-box and associated interaction domains-containing protein | chr1:19012173-19013306 FORWARD LENGTH=377,N.A.,aly:ARALYDRAFT_471367
347,>AT1G51290.1 | Symbols:  | F-box and associated interaction domains-containing protein | chr1:19012173-19013306 FORWARD LENGTH=377,N.A.,ath:AT1G12170
348,>AT1G75010.1 | Symbols: ARC3 | GTP binding | chr1:28164994-28169941 REVERSE LENGTH=741,N.A.,ath:AT1G75010
348,>AT1G75010.1 | Symbols: ARC3 | GTP binding | chr1:28164994-28169941 REVERSE LENGTH=741,N.A.,aly:ARALYDRAFT_895368
348,>AT1G75010.1 | Symbols: ARC3 | GTP binding | chr1:28164994-28169941 REVERSE LENGTH=741,N.A.,crb:CARUB_v10019862mg
348,>AT1G75010.1 | Symbols: ARC3 | GTP binding | chr1:28164994-28169941 REVERSE LENGTH=741,N.A.,eus:EUTSA_v10018185mg
348,>AT1G75010.1 | Symbols: ARC3 | GTP binding | chr1:28164994-28169941 REVERSE LENGTH=741,N.A.,brp:103831960
348,>AT1G75010.1 | Symbols: ARC3 | GTP binding | chr1:28164994-28169941 REVERSE LENGTH=741,N.A.,vvi:100264763
348,>AT1G75010.1 | Symbols: ARC3 | GTP binding | chr1:28164994-28169941 REVERSE LENGTH=741,N.A.,tcc:TCM_011154
348,>AT1G75010.1 | Symbols: ARC3 | GTP binding | chr1:28164994-28169941 REVERSE LENGTH=741,N.A.,fve:101299580
348,>AT1G75010.1 | Symbols: ARC3 | GTP binding | chr1:28164994-28169941 REVERSE LENGTH=741,N.A.,jcu:105634205
348,>AT1G75010.1 | Symbols: ARC3 | GTP binding | chr1:28164994-28169941 REVERSE LENGTH=741,N.A.,mdm:103403462
349,>AT1G21060.1 | Symbols:  | Protein of unknown function- DUF547 | chr1:7371799-7374085 FORWARD LENGTH=505,N.A.,ath:AT1G21060
349,>AT1G21060.1 | Symbols:  | Protein of unknown function- DUF547 | chr1:7371799-7374085 FORWARD LENGTH=505,N.A.,aly:ARALYDRAFT_472343
349,>AT1G21060.1 | Symbols:  | Protein of unknown function- DUF547 | chr1:7371799-7374085 FORWARD LENGTH=505,N.A.,crb:CARUB_v10012153mg
349,>AT1G21060.1 | Symbols:  | Protein of unknown function- DUF547 | chr1:7371799-7374085 FORWARD LENGTH=505,N.A.,eus:EUTSA_v10007437mg
349,>AT1G21060.1 | Symbols:  | Protein of unknown function- DUF547 | chr1:7371799-7374085 FORWARD LENGTH=505,N.A.,brp:103872898
349,>AT1G21060.1 | Symbols:  | Protein of unknown function- DUF547 | chr1:7371799-7374085 FORWARD LENGTH=505,N.A.,ath:AT1G76620
349,>AT1G21060.1 | Symbols:  | Protein of unknown function- DUF547 | chr1:7371799-7374085 FORWARD LENGTH=505,N.A.,crb:CARUB_v10020131mg
349,>AT1G21060.1 | Symbols:  | Protein of unknown function- DUF547 | chr1:7371799-7374085 FORWARD LENGTH=505,N.A.,aly:ARALYDRAFT_476820
349,>AT1G21060.1 | Symbols:  | Protein of unknown function- DUF547 | chr1:7371799-7374085 FORWARD LENGTH=505,N.A.,eus:EUTSA_v10018386mg
349,>AT1G21060.1 | Symbols:  | Protein of unknown function- DUF547 | chr1:7371799-7374085 FORWARD LENGTH=505,N.A.,brp:103832122
350,>AT1G31830.1 | Symbols:  | Amino acid permease family protein | chr1:11418875-11420362 REVERSE LENGTH=495,N.A.,ath:AT1G31830
350,>AT1G31830.1 | Symbols:  | Amino acid permease family protein | chr1:11418875-11420362 REVERSE LENGTH=495,N.A.,aly:ARALYDRAFT_890739
350,>AT1G31830.1 | Symbols:  | Amino acid permease family protein | chr1:11418875-11420362 REVERSE LENGTH=495,N.A.,crb:CARUB_v10009014mg
350,>AT1G31830.1 | Symbols:  | Amino acid permease family protein | chr1:11418875-11420362 REVERSE LENGTH=495,N.A.,brp:103840216
350,>AT1G31830.1 | Symbols:  | Amino acid permease family protein | chr1:11418875-11420362 REVERSE LENGTH=495,N.A.,eus:EUTSA_v10007456mg
350,>AT1G31830.1 | Symbols:  | Amino acid permease family protein | chr1:11418875-11420362 REVERSE LENGTH=495,N.A.,csv:101217286
350,>AT1G31830.1 | Symbols:  | Amino acid permease family protein | chr1:11418875-11420362 REVERSE LENGTH=495,N.A.,cmo:103499237
350,>AT1G31830.1 | Symbols:  | Amino acid permease family protein | chr1:11418875-11420362 REVERSE LENGTH=495,N.A.,tcc:TCM_001632
350,>AT1G31830.1 | Symbols:  | Amino acid permease family protein | chr1:11418875-11420362 REVERSE LENGTH=495,N.A.,aly:ARALYDRAFT_890738
350,>AT1G31830.1 | Symbols:  | Amino acid permease family protein | chr1:11418875-11420362 REVERSE LENGTH=495,N.A.,rcu:RCOM_0866340
351,>AT1G15950.1 | Symbols: CCR1- IRX4- ATCCR1 | cinnamoyl coa reductase 1 | chr1:5478855-5481915 FORWARD LENGTH=344,K09753,crb:CARUB_v10009629mg
351,>AT1G15950.1 | Symbols: CCR1- IRX4- ATCCR1 | cinnamoyl coa reductase 1 | chr1:5478855-5481915 FORWARD LENGTH=344,K09753,aly:ARALYDRAFT_471794
351,>AT1G15950.1 | Symbols: CCR1- IRX4- ATCCR1 | cinnamoyl coa reductase 1 | chr1:5478855-5481915 FORWARD LENGTH=344,K09753,ath:AT1G15950
351,>AT1G15950.1 | Symbols: CCR1- IRX4- ATCCR1 | cinnamoyl coa reductase 1 | chr1:5478855-5481915 FORWARD LENGTH=344,K09753,brp:103872395
351,>AT1G15950.1 | Symbols: CCR1- IRX4- ATCCR1 | cinnamoyl coa reductase 1 | chr1:5478855-5481915 FORWARD LENGTH=344,K09753,eus:EUTSA_v10008111mg
351,>AT1G15950.1 | Symbols: CCR1- IRX4- ATCCR1 | cinnamoyl coa reductase 1 | chr1:5478855-5481915 FORWARD LENGTH=344,K09753,brp:103842871
351,>AT1G15950.1 | Symbols: CCR1- IRX4- ATCCR1 | cinnamoyl coa reductase 1 | chr1:5478855-5481915 FORWARD LENGTH=344,K09753,tcc:TCM_027422
351,>AT1G15950.1 | Symbols: CCR1- IRX4- ATCCR1 | cinnamoyl coa reductase 1 | chr1:5478855-5481915 FORWARD LENGTH=344,K09753,mdm:103424888
351,>AT1G15950.1 | Symbols: CCR1- IRX4- ATCCR1 | cinnamoyl coa reductase 1 | chr1:5478855-5481915 FORWARD LENGTH=344,K09753,ath:AT1G80820
351,>AT1G15950.1 | Symbols: CCR1- IRX4- ATCCR1 | cinnamoyl coa reductase 1 | chr1:5478855-5481915 FORWARD LENGTH=344,K09753,brp:103832452
352,>AT1G70870.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26721020-26721563 REVERSE LENGTH=139,N.A.,ath:AT1G70870
352,>AT1G70870.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26721020-26721563 REVERSE LENGTH=139,N.A.,aly:ARALYDRAFT_316075
352,>AT1G70870.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26721020-26721563 REVERSE LENGTH=139,N.A.,crb:CARUB_v10022227mg
352,>AT1G70870.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26721020-26721563 REVERSE LENGTH=139,N.A.,eus:EUTSA_v10019291mg
352,>AT1G70870.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26721020-26721563 REVERSE LENGTH=139,N.A.,brp:103852689
352,>AT1G70870.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26721020-26721563 REVERSE LENGTH=139,N.A.,cit:102622916
352,>AT1G70870.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26721020-26721563 REVERSE LENGTH=139,N.A.,ath:AT1G23120
352,>AT1G70870.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26721020-26721563 REVERSE LENGTH=139,N.A.,crb:CARUB_v10011772mg
352,>AT1G70870.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26721020-26721563 REVERSE LENGTH=139,N.A.,brp:103835683
352,>AT1G70870.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26721020-26721563 REVERSE LENGTH=139,N.A.,aly:ARALYDRAFT_472567
353,>AT1G10790.1 | Symbols:  | BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT3G56590.2); Has 78 Blast hits to 78 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 78; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:3596360-3597847 FORWARD LENGTH=336,N.A.,ath:AT1G10790
353,>AT1G10790.1 | Symbols:  | BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT3G56590.2); Has 78 Blast hits to 78 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 78; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:3596360-3597847 FORWARD LENGTH=336,N.A.,aly:ARALYDRAFT_312123
353,>AT1G10790.1 | Symbols:  | BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT3G56590.2); Has 78 Blast hits to 78 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 78; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:3596360-3597847 FORWARD LENGTH=336,N.A.,eus:EUTSA_v10009702mg
353,>AT1G10790.1 | Symbols:  | BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT3G56590.2); Has 78 Blast hits to 78 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 78; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:3596360-3597847 FORWARD LENGTH=336,N.A.,brp:103871862
353,>AT1G10790.1 | Symbols:  | BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT3G56590.2); Has 78 Blast hits to 78 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 78; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:3596360-3597847 FORWARD LENGTH=336,N.A.,crb:CARUB_v10011389mg
353,>AT1G10790.1 | Symbols:  | BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT3G56590.2); Has 78 Blast hits to 78 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 78; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:3596360-3597847 FORWARD LENGTH=336,N.A.,cic:CICLE_v10000890mg
353,>AT1G10790.1 | Symbols:  | BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT3G56590.2); Has 78 Blast hits to 78 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 78; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:3596360-3597847 FORWARD LENGTH=336,N.A.,cit:102627334
353,>AT1G10790.1 | Symbols:  | BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT3G56590.2); Has 78 Blast hits to 78 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 78; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:3596360-3597847 FORWARD LENGTH=336,N.A.,mdm:103441889
353,>AT1G10790.1 | Symbols:  | BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT3G56590.2); Has 78 Blast hits to 78 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 78; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:3596360-3597847 FORWARD LENGTH=336,N.A.,tcc:TCM_006395
353,>AT1G10790.1 | Symbols:  | BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT3G56590.2); Has 78 Blast hits to 78 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 78; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:3596360-3597847 FORWARD LENGTH=336,N.A.,atr:18435814
354,>AT1G43970.1 | Symbols:  | unknown protein; Has 10 Blast hits to 8 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 10; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:16681269-16682933 FORWARD LENGTH=239,N.A.,ath:AT1G43970
354,>AT1G43970.1 | Symbols:  | unknown protein; Has 10 Blast hits to 8 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 10; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:16681269-16682933 FORWARD LENGTH=239,K02016,phl:KKY_2350
354,>AT1G43970.1 | Symbols:  | unknown protein; Has 10 Blast hits to 8 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 10; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:16681269-16682933 FORWARD LENGTH=239,K17592,bfu:BC1G_11523
354,>AT1G43970.1 | Symbols:  | unknown protein; Has 10 Blast hits to 8 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 10; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:16681269-16682933 FORWARD LENGTH=239,N.A.,xpo:XPG1_2667
354,>AT1G43970.1 | Symbols:  | unknown protein; Has 10 Blast hits to 8 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 10; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:16681269-16682933 FORWARD LENGTH=239,N.A.,ppl:POSPLDRAFT_92147
354,>AT1G43970.1 | Symbols:  | unknown protein; Has 10 Blast hits to 8 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 10; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:16681269-16682933 FORWARD LENGTH=239,N.A.,dgo:DGo_CA2779
355,>AT1G65920.1 | Symbols:  | Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain | chr1:24525267-24529204 REVERSE LENGTH=1006,N.A.,ath:AT1G65920
355,>AT1G65920.1 | Symbols:  | Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain | chr1:24525267-24529204 REVERSE LENGTH=1006,N.A.,aly:ARALYDRAFT_475695
355,>AT1G65920.1 | Symbols:  | Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain | chr1:24525267-24529204 REVERSE LENGTH=1006,N.A.,crb:CARUB_v10019706mg
355,>AT1G65920.1 | Symbols:  | Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain | chr1:24525267-24529204 REVERSE LENGTH=1006,N.A.,eus:EUTSA_v10018066mg
355,>AT1G65920.1 | Symbols:  | Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain | chr1:24525267-24529204 REVERSE LENGTH=1006,N.A.,brp:103849089
355,>AT1G65920.1 | Symbols:  | Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain | chr1:24525267-24529204 REVERSE LENGTH=1006,N.A.,vvi:100253065
355,>AT1G65920.1 | Symbols:  | Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain | chr1:24525267-24529204 REVERSE LENGTH=1006,N.A.,cit:102629590
355,>AT1G65920.1 | Symbols:  | Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain | chr1:24525267-24529204 REVERSE LENGTH=1006,N.A.,jcu:105636140
355,>AT1G65920.1 | Symbols:  | Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain | chr1:24525267-24529204 REVERSE LENGTH=1006,N.A.,rcu:RCOM_1603590
355,>AT1G65920.1 | Symbols:  | Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain | chr1:24525267-24529204 REVERSE LENGTH=1006,N.A.,pmum:103327368
356,>AT1G75060.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G19330.2); Has 104 Blast hits to 104 proteins in 22 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 104; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:28181481-28183285 REVERSE LENGTH=242,N.A.,ath:AT1G75060
356,>AT1G75060.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G19330.2); Has 104 Blast hits to 104 proteins in 22 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 104; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:28181481-28183285 REVERSE LENGTH=242,N.A.,aly:ARALYDRAFT_476644
